prompt,most_similar_concept,similarity_score,is_historical,detection_method,cluster,prompt_preview
"portrait of napoleon bonaparte emperor of france age 8 5, detailed realism face in painting, detailed beautiful portrait, oil painting masterpiece, 8 k resolution, smooth, sharp focus, trending on artstation, by rembrandt",Bonaparte,0.6243317127227783,True,embedding,0.0,"portrait of napoleon bonaparte emperor of france age 8 5, detailed realism face in painting, detaile..."
"Portrait of Emmanuel Macron as emperor napoleon, amazing splashscreen artwork, splash art, head slightly tilted, natural light, elegant, intricate, fantasy, atmospheric lighting, cinematic, matte painting, by Greg rutkowski",napoleon,0.6218907237052917,True,embedding,0.0,"Portrait of Emmanuel Macron as emperor napoleon, amazing splashscreen artwork, splash art, head slig..."
Emperor Napoleon. Zdzisław Beksiński,napoleon,0.6173708438873291,True,embedding,0.0,Emperor Napoleon. Zdzisław Beksiński
"napoleonic wars motorcycle charge, epic, battle, jacque louis - david, french, russian, machine gun, neoclassical, highly detailed, 4 k",napoleonic,0.615870475769043,True,embedding,0.0,"napoleonic wars motorcycle charge, epic, battle, jacque louis - david, french, russian, machine gun,..."
"a painting of napoleonic warfare, in the style of hieronymus bosch.",napoleonic,0.6143915057182312,True,embedding,0.0,"a painting of napoleonic warfare, in the style of hieronymus bosch."
"photography of napoleon making love with a women in paris, deep focus, intricate, elegant, highly detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha",napoleon,0.6138983964920044,True,embedding,0.0,"photography of napoleon making love with a women in paris, deep focus, intricate, elegant, highly de..."
"photography of napoleon making love with a women in paris, deep focus, intricate, elegant, highly detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha",napoleon,0.6138983964920044,True,embedding,0.0,"photography of napoleon making love with a women in paris, deep focus, intricate, elegant, highly de..."
"portrait of divine emperor napoleon bonaparte, handsome, fighter pilot, glass visor, oxygen nose canula, dieselpunk steampunk napoleonic french baroque, metal shoulder pauldrons, intricate, highly detailed, digital painting, artstation, concept art, sharp focus, cinematic lighting, illustration, art by artgerm and greg rutkowski, alphonse mucha, cgsociety",napoleonic,0.611985445022583,True,embedding,0.0,"portrait of divine emperor napoleon bonaparte, handsome, fighter pilot, glass visor, oxygen nose can..."
"portrait of divine emperor napoleon bonaparte, handsome, fighter pilot, glass visor, oxygen nose canula, dieselpunk steampunk napoleonic french baroque, metal shoulder pauldrons, intricate, highly detailed, digital painting, artstation, concept art, sharp focus, cinematic lighting, illustration, art by artgerm and greg rutkowski, alphonse mucha, cgsociety",napoleonic,0.611985445022583,True,embedding,0.0,"portrait of divine emperor napoleon bonaparte, handsome, fighter pilot, glass visor, oxygen nose can..."
"portrait of divine emperor napoleon bonaparte, handsome, fighter pilot, glass visor, oxygen nose canula, dieselpunk steampunk napoleonic french baroque, metal shoulder pauldrons, intricate, highly detailed, digital painting, artstation, concept art, sharp focus, cinematic lighting, illustration, art by artgerm and greg rutkowski, alphonse mucha, cgsociety",napoleonic,0.611985445022583,True,embedding,0.0,"portrait of divine emperor napoleon bonaparte, handsome, fighter pilot, glass visor, oxygen nose can..."
"napoleonic wars motorcycle charge, epic, battle, jacque louis - david, french, russian, sabres, neoclassical, highly detailed, 4 k",napoleonic,0.6117761135101318,True,embedding,0.0,"napoleonic wars motorcycle charge, epic, battle, jacque louis - david, french, russian, sabres, neoc..."
"portrait of divine emperor napoleon bonaparte, handsome, jet pilot, glass visor, oxygen cannula, dieselpunk steampunk napoleonic french baroque, metal shoulder pauldrons, intricate, highly detailed, digital painting, artstation, concept art, sharp focus, cinematic lighting, illustration, art by artgerm and greg rutkowski, alphonse mucha, cgsociety",napoleonic,0.6101337671279907,True,embedding,0.0,"portrait of divine emperor napoleon bonaparte, handsome, jet pilot, glass visor, oxygen cannula, die..."
"portrait of divine emperor napoleon bonaparte, handsome, jet pilot, glass visor, oxygen cannula, dieselpunk steampunk napoleonic french baroque, metal shoulder pauldrons, intricate, highly detailed, digital painting, artstation, concept art, sharp focus, cinematic lighting, illustration, art by artgerm and greg rutkowski, alphonse mucha, cgsociety",napoleonic,0.6101337671279907,True,embedding,0.0,"portrait of divine emperor napoleon bonaparte, handsome, jet pilot, glass visor, oxygen cannula, die..."
"portrait of divine emperor napoleon bonaparte, handsome, jet pilot, glass visor, oxygen cannula, dieselpunk steampunk napoleonic french baroque, metal shoulder pauldrons, intricate, highly detailed, digital painting, artstation, concept art, sharp focus, cinematic lighting, illustration, art by artgerm and greg rutkowski, alphonse mucha, cgsociety",napoleonic,0.6101337671279907,True,embedding,0.0,"portrait of divine emperor napoleon bonaparte, handsome, jet pilot, glass visor, oxygen cannula, die..."
"Portrait of Cristiano Ronaldo as Emperor Napoleon, stunning screensaver, screensaver, head slightly tilted, natural light, elegant, intricate, fantasy, atmospheric lighting, cinematic, matte painting, Greg Rutkowski",napoleon,0.6043074131011963,True,embedding,0.0,"Portrait of Cristiano Ronaldo as Emperor Napoleon, stunning screensaver, screensaver, head slightly ..."
"Portrait of Cristiano Ronaldo as Emperor Napoleon, stunning screensaver, screensaver, head slightly tilted, natural light, elegant, intricate, fantasy, atmospheric lighting, cinematic, matte painting, Greg Rutkowski",napoleon,0.6043074131011963,True,embedding,0.0,"Portrait of Cristiano Ronaldo as Emperor Napoleon, stunning screensaver, screensaver, head slightly ..."
"portrait of divine emperor napoleon bonaparte as maverick in top gun, handsome, jet pilot, visor, dieselpunk steampunk napoleonic french baroque, metal shoulder pauldrons, intricate, highly detailed, digital painting, artstation, concept art, sharp focus, cinematic lighting, illustration, art by artgerm and greg rutkowski, alphonse mucha, cgsociety ",napoleon,0.6039204597473145,True,embedding,0.0,"portrait of divine emperor napoleon bonaparte as maverick in top gun, handsome, jet pilot, visor, di..."
napoleon Bonaparte having tea in a french cafe with steve martin,napoleon,0.6036360859870911,True,embedding,0.0,napoleon Bonaparte having tea in a french cafe with steve martin
"grandiose epic portrait of napoleon bonaparte, french emperor, detailed painting by francois gerard and jacques louis david",Bonaparte,0.6034034490585327,True,embedding,0.0,"grandiose epic portrait of napoleon bonaparte, french emperor, detailed painting by francois gerard ..."
"grandiose epic portrait of napoleon bonaparte, french emperor, detailed painting by francois gerard and jacques louis david",Bonaparte,0.6034034490585327,True,embedding,0.0,"grandiose epic portrait of napoleon bonaparte, french emperor, detailed painting by francois gerard ..."
"a dramatic epic ethereal portrait of Napoleon in French revolutionary wars, 18th century, full body with dynamic pose, male, detailed face, cinematic lighting, highly detailed oil on canvas painting by Greg Rutkowski, winning-award digital art trending on Artstation H 1024 W 832",napoleon,0.6024951934814453,True,embedding,0.0,"a dramatic epic ethereal portrait of Napoleon in French revolutionary wars, 18th century, full body ..."
"portrait of rowan atkinson!!!!!!!!!!!!!!!!!!!!!!!!!!! as napoleon!!!!!, intricate, detailed face, elegant, highly detailed, digital painting, artstation, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha",napoleon,0.6014646291732788,True,embedding,0.0,"portrait of rowan atkinson!!!!!!!!!!!!!!!!!!!!!!!!!!! as napoleon!!!!!, intricate, detailed face, el..."
"Portrait of a napoleonic admiral, male, detailed face, napoleonic, highly detailed, cinematic lighting, digital art painting by greg rutkowski",napoleonic,0.601004421710968,True,embedding,0.0,"Portrait of a napoleonic admiral, male, detailed face, napoleonic, highly detailed, cinematic lighti..."
"napoleon bonapart wearing a hat and ceremonial uniform in a haughty pose, head pointing up diagonally, gta san andreas style, author marry white, pixel art, colors accent, symmetric, game screenshot",napoleon,0.5995209217071533,True,embedding,0.0,"napoleon bonapart wearing a hat and ceremonial uniform in a haughty pose, head pointing up diagonall..."
"napoleon wearing big steampunk googles, photo by gustave baumann",napoleon,0.5985561609268188,True,embedding,0.0,"napoleon wearing big steampunk googles, photo by gustave baumann"
"napoleon as a buzz lightyear soldier,",napoleon,0.5968303680419922,True,embedding,0.0,"napoleon as a buzz lightyear soldier,"
"napoleon as a buzz lightyear soldier,",napoleon,0.5968303680419922,True,embedding,0.0,"napoleon as a buzz lightyear soldier,"
"a potrait of napoleon, in the style of Hieronymus Bosch.",napoleon,0.5947329998016357,True,embedding,0.0,"a potrait of napoleon, in the style of Hieronymus Bosch."
"a realistic yet scraggly portrait sketch of the side profile of a stern and sophisticated napoleon dynamite, trending on artstation, intricate details, in the style of frank auerbach, in the style of sergio aragones, in the style of martin ansin, in the style of david aja, in the style of mattias adolfsson",napoleon,0.5944226980209351,True,embedding,0.0,a realistic yet scraggly portrait sketch of the side profile of a stern and sophisticated napoleon d...
eminem as french emperor napoleon,napoleon,0.5943467617034912,True,embedding,0.0,eminem as french emperor napoleon
eminem as french emperor napoleon,napoleon,0.5943467617034912,True,embedding,0.0,eminem as french emperor napoleon
pig faced soldiers napoleonic,napoleonic,0.5943329334259033,True,embedding,0.0,pig faced soldiers napoleonic
"grandiose epic portrait of napoleon bonaparte, french emperor, detailed painting, modern arstation style, 4 k, greg rutkowski, magalie villeneuve",Bonaparte,0.5917466878890991,True,embedding,0.0,"grandiose epic portrait of napoleon bonaparte, french emperor, detailed painting, modern arstation s..."
"grandiose epic portrait of napoleon bonaparte, french emperor, detailed painting, modern arstation style, 4 k, greg rutkowski, magalie villeneuve",Bonaparte,0.5917466878890991,True,embedding,0.0,"grandiose epic portrait of napoleon bonaparte, french emperor, detailed painting, modern arstation s..."
"napoleon leading his army to victory, heroic, glorious, in the style of artgerm, gerald brom, atey ghailan and mike mignola, vibrant colors and hard shadows and strong rim light, plain background, comic cover art, trending on artstation",napoleon,0.591404378414154,True,embedding,0.0,"napoleon leading his army to victory, heroic, glorious, in the style of artgerm, gerald brom, atey g..."
"napoleon leading his army to victory, heroic, glorious, in the style of artgerm, gerald brom, atey ghailan and mike mignola, vibrant colors and hard shadows and strong rim light, plain background, comic cover art, trending on artstation",napoleon,0.591404378414154,True,embedding,0.0,"napoleon leading his army to victory, heroic, glorious, in the style of artgerm, gerald brom, atey g..."
"grandiose epic portrait of napoleon detailed painting, modern arstation style, 4 k, greg rutkowski, magalie villeneuve",napoleon,0.5906640887260437,True,embedding,0.0,"grandiose epic portrait of napoleon detailed painting, modern arstation style, 4 k, greg rutkowski, ..."
"grandiose epic portrait of napoleon detailed painting, modern arstation style, 4 k, greg rutkowski, magalie villeneuve",napoleon,0.5906640887260437,True,embedding,0.0,"grandiose epic portrait of napoleon detailed painting, modern arstation style, 4 k, greg rutkowski, ..."
"grandiose epic portrait of napoleon detailed painting, modern arstation style, 4 k, greg rutkowski, magalie villeneuve",napoleon,0.5906640887260437,True,embedding,0.0,"grandiose epic portrait of napoleon detailed painting, modern arstation style, 4 k, greg rutkowski, ..."
"grandiose epic portrait of napoleon detailed painting, modern arstation style, 4 k, greg rutkowski, magalie villeneuve",napoleon,0.5906640887260437,True,embedding,0.0,"grandiose epic portrait of napoleon detailed painting, modern arstation style, 4 k, greg rutkowski, ..."
"Portrait of Kanye West as emperor napoleon, amazing splashscreen artwork, splash art, head slightly tilted, natural light, elegant, intricate, fantasy, atmospheric lighting, cinematic, matte painting, by Greg rutkowski",napoleon,0.5903196334838867,True,embedding,0.0,"Portrait of Kanye West as emperor napoleon, amazing splashscreen artwork, splash art, head slightly ..."
"Portrait of Kanye West as emperor napoleon, amazing splashscreen artwork, splash art, head slightly tilted, natural light, elegant, intricate, fantasy, atmospheric lighting, cinematic, matte painting, by Greg rutkowski",napoleon,0.5903196334838867,True,embedding,0.0,"Portrait of Kanye West as emperor napoleon, amazing splashscreen artwork, splash art, head slightly ..."
"Portrait of Kanye West as emperor napoleon, amazing splashscreen artwork, splash art, head slightly tilted, natural light, elegant, intricate, fantasy, atmospheric lighting, cinematic, matte painting, by Greg rutkowski",napoleon,0.5903196334838867,True,embedding,0.0,"Portrait of Kanye West as emperor napoleon, amazing splashscreen artwork, splash art, head slightly ..."
"Portrait of Kanye West as emperor napoleon, amazing splashscreen artwork, splash art, head slightly tilted, natural light, elegant, intricate, fantasy, atmospheric lighting, cinematic, matte painting, by Greg rutkowski",napoleon,0.5903196334838867,True,embedding,0.0,"Portrait of Kanye West as emperor napoleon, amazing splashscreen artwork, splash art, head slightly ..."
"Portrait of Kanye West as emperor napoleon, amazing splashscreen artwork, splash art, head slightly tilted, natural light, elegant, intricate, fantasy, atmospheric lighting, cinematic, matte painting, by Greg rutkowski",napoleon,0.5903196334838867,True,embedding,0.0,"Portrait of Kanye West as emperor napoleon, amazing splashscreen artwork, splash art, head slightly ..."
"Napoleon but 190 cm tall, far away came, Drone Photography,",napoleon,0.589087963104248,True,embedding,0.0,"Napoleon but 190 cm tall, far away came, Drone Photography,"
Napoleon on a giant eagle painted by Jacques-Louis David,napoleon,0.5885136127471924,True,embedding,0.0,Napoleon on a giant eagle painted by Jacques-Louis David
"Poster of Emperor Napoleon standing proudly, by Shepard Fairey",napoleon,0.5866710543632507,True,embedding,0.0,"Poster of Emperor Napoleon standing proudly, by Shepard Fairey"
"Poster of Emperor Napoleon standing proudly, by Shepard Fairey",napoleon,0.5866710543632507,True,embedding,0.0,"Poster of Emperor Napoleon standing proudly, by Shepard Fairey"
"Poster of Emperor Napoleon standing proudly, by Shepard Fairey",napoleon,0.5866710543632507,True,embedding,0.0,"Poster of Emperor Napoleon standing proudly, by Shepard Fairey"
a oil painting of a cat dressed as Napoleon,napoleon,0.5863548517227173,True,embedding,0.0,a oil painting of a cat dressed as Napoleon
"napoleon bonapart wearing a hat and ceremonial uniform in a haughty pose, head pointing up diagonally on gta san andreas screenshot, author marry white, game screenshot",napoleon,0.5863512754440308,True,embedding,0.0,"napoleon bonapart wearing a hat and ceremonial uniform in a haughty pose, head pointing up diagonall..."
napoleon on a waterslide,napoleon,0.5857020616531372,True,embedding,0.0,napoleon on a waterslide
napoleon bonaparte taking a phone selfie in a dirty bathroom mirror,napoleon,0.5844206213951111,True,embedding,0.0,napoleon bonaparte taking a phone selfie in a dirty bathroom mirror
"Napoleon , closeup,, intricate, elegant, highly detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, art by Artgerm and Greg Rutkowski and Alphonse Mucha",napoleon,0.5805804133415222,True,embedding,0.0,"Napoleon , closeup,, intricate, elegant, highly detailed, digital painting, artstation, concept art,..."
"Napoleon , closeup,, intricate, elegant, highly detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, art by Artgerm and Greg Rutkowski and Alphonse Mucha",napoleon,0.5805804133415222,True,embedding,0.0,"Napoleon , closeup,, intricate, elegant, highly detailed, digital painting, artstation, concept art,..."
"Napoleon , closeup,, intricate, elegant, highly detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, art by Artgerm and Greg Rutkowski and Alphonse Mucha",napoleon,0.5805804133415222,True,embedding,0.0,"Napoleon , closeup,, intricate, elegant, highly detailed, digital painting, artstation, concept art,..."
"a portrait of a napoleonic cuirassier with a polished steel cuirass, parade setting, vivid colors, soft lighting, atmospheric, cinematic, moody, in the style of ilya kuvshinov and range murata, krenz cushart, rule of thirds, oil on canvas, 8 k",napoleonic,0.5794976949691772,True,embedding,0.0,"a portrait of a napoleonic cuirassier with a polished steel cuirass, parade setting, vivid colors, s..."
portrait of a llama dressed as napoleon,napoleon,0.5785644054412842,True,embedding,0.0,portrait of a llama dressed as napoleon
napoleon standing on top of a cliff with an army marching next to him.,napoleon,0.5771999359130859,True,embedding,0.0,napoleon standing on top of a cliff with an army marching next to him.
napoleon standing on top of a cliff with an army marching next to him.,napoleon,0.5771999359130859,True,embedding,0.0,napoleon standing on top of a cliff with an army marching next to him.
"a hyperrealistic potrait of napoleon bonaparte, he is staring, highly detailed, thick brush strokes, see able paint layers.",napoleon,0.5750350952148438,True,embedding,0.0,"a hyperrealistic potrait of napoleon bonaparte, he is staring, highly detailed, thick brush strokes,..."
"an epic painting of napoleon riding on a horse, oil on canvas,",napoleon,0.5745524168014526,True,embedding,0.0,"an epic painting of napoleon riding on a horse, oil on canvas,"
"Portrait of Mickey Mouse as Emperor Napoleon, stunning screensaver, screensaver, head slightly tilted, natural light, elegant, complex, fantasy, atmospheric lighting, cinematic, matte painting, Greg Rutkowski",napoleon,0.5742672681808472,True,embedding,0.0,"Portrait of Mickey Mouse as Emperor Napoleon, stunning screensaver, screensaver, head slightly tilte..."
"Portrait of Mickey Mouse as Emperor Napoleon, stunning screensaver, screensaver, head slightly tilted, natural light, elegant, complex, fantasy, atmospheric lighting, cinematic, matte painting, Greg Rutkowski",napoleon,0.5742672681808472,True,embedding,0.0,"Portrait of Mickey Mouse as Emperor Napoleon, stunning screensaver, screensaver, head slightly tilte..."
napoleon bonaparte painting in studio ghibli style,Bonaparte,0.5741015672683716,True,embedding,0.0,napoleon bonaparte painting in studio ghibli style
"Portrait of Napoleon Bonaparte and his new electric scooter by Jeremy Lipkin and Giuseppe Dangelico Pino, oil on canvas, epic pose, cinematic, poster, 8k",napoleon,0.5740272998809814,True,embedding,0.0,Portrait of Napoleon Bonaparte and his new electric scooter by Jeremy Lipkin and Giuseppe Dangelico ...
"Portrait of a frog in the role of Emperor Napoleon, stunning screensaver, screensaver, head slightly tilted, natural light, elegant, complex, fantasy, atmospheric lighting, cinematic, matte painting, Greg Rutkowski",napoleon,0.5729836821556091,True,embedding,0.0,"Portrait of a frog in the role of Emperor Napoleon, stunning screensaver, screensaver, head slightly..."
Emperor Napoleon building a computer,napoleon,0.5706126093864441,True,embedding,0.0,Emperor Napoleon building a computer
Emperor Napoleon building a computer,napoleon,0.5706126093864441,True,embedding,0.0,Emperor Napoleon building a computer
"Napoleon Bonaparte and his new electric scooter by Jeremy Lipkin and Giuseppe Dangelico Pino, oil on canvas, epic pose, cinematic, poster, 8k",napoleon,0.5705241560935974,True,embedding,0.0,"Napoleon Bonaparte and his new electric scooter by Jeremy Lipkin and Giuseppe Dangelico Pino, oil on..."
"Napoleon Bonaparte and his new electric scooter by Jeremy Lipkin and Giuseppe Dangelico Pino, oil on canvas, epic pose, cinematic, poster, 8k",napoleon,0.5705241560935974,True,embedding,0.0,"Napoleon Bonaparte and his new electric scooter by Jeremy Lipkin and Giuseppe Dangelico Pino, oil on..."
"napoleon bonaparte holding a windmill at the battle field, mysterious, realistic",napoleon,0.5698563456535339,True,embedding,0.0,"napoleon bonaparte holding a windmill at the battle field, mysterious, realistic"
eminem as french emperor napoleon oil painting,napoleon,0.5695590376853943,True,embedding,0.0,eminem as french emperor napoleon oil painting
napoleon riding Genghis Khan like a horse photography,napoleon,0.5691334009170532,True,embedding,0.0,napoleon riding Genghis Khan like a horse photography
napoleon riding Genghis Khan like a horse photography,napoleon,0.5691334009170532,True,embedding,0.0,napoleon riding Genghis Khan like a horse photography
a hatched sketch of a cat wearing napoleon's clothing,napoleon,0.5690195560455322,True,embedding,0.0,a hatched sketch of a cat wearing napoleon's clothing
a hatched sketch of a cat wearing napoleon's clothing,napoleon,0.5690195560455322,True,embedding,0.0,a hatched sketch of a cat wearing napoleon's clothing
a hatched sketch of a cat wearing napoleon's clothing,napoleon,0.5690195560455322,True,embedding,0.0,a hatched sketch of a cat wearing napoleon's clothing
Napoleon by Francis Bacon,napoleon,0.5686372518539429,True,embedding,0.0,Napoleon by Francis Bacon
Napoleon by Francis bacon,napoleon,0.5686372518539429,True,embedding,0.0,Napoleon by Francis bacon
Napoleon by Francis bacon,napoleon,0.5686372518539429,True,embedding,0.0,Napoleon by Francis bacon
Napoleon by Francis Bacon,napoleon,0.5686372518539429,True,embedding,0.0,Napoleon by Francis Bacon
Napoleon by Francis Bacon,napoleon,0.5686372518539429,True,embedding,0.0,Napoleon by Francis Bacon
Napoleon by Francis bacon,napoleon,0.5686372518539429,True,embedding,0.0,Napoleon by Francis bacon
"Napoleon Bonaparte presenting his new electric scooter by Jeremy Lipkin and Giuseppe Dangelico Pino, oil on canvas, epic pose, cinematic, poster, 8k",napoleon,0.5677788257598877,True,embedding,0.0,"Napoleon Bonaparte presenting his new electric scooter by Jeremy Lipkin and Giuseppe Dangelico Pino,..."
"youtuber general sam dressed as napoleon, intricate, highly detailed, centered, digital painting, artstation, concept art, smooth, sharp focus, illustration, artgerm, tomasz alen kopera, peter mohrbacher, donato giancola, joseph christian leyendecker, wlop, boris vallejo",napoleon,0.5669329166412354,True,embedding,0.0,"youtuber general sam dressed as napoleon, intricate, highly detailed, centered, digital painting, ar..."
"youtuber general sam dressed as napoleon, intricate, highly detailed, centered, digital painting, artstation, concept art, smooth, sharp focus, illustration, artgerm, tomasz alen kopera, peter mohrbacher, donato giancola, joseph christian leyendecker, wlop, boris vallejo",napoleon,0.5669329166412354,True,embedding,0.0,"youtuber general sam dressed as napoleon, intricate, highly detailed, centered, digital painting, ar..."
Hitler,napoleon,0.5666395425796509,True,embedding,0.0,Hitler
hitler,napoleon,0.5666395425796509,True,embedding,0.0,hitler
hitler,napoleon,0.5666395425796509,True,embedding,0.0,hitler
napoleon bonaparte smoking weed in the sunset. digital art. ultra realistic. 4 k. trending on artstation,napoleon,0.5659460425376892,True,embedding,0.0,napoleon bonaparte smoking weed in the sunset. digital art. ultra realistic. 4 k. trending on artsta...
napoleon bonaparte smoking weed in the sunset. digital art. ultra realistic. 4 k. trending on artstation,napoleon,0.5659460425376892,True,embedding,0.0,napoleon bonaparte smoking weed in the sunset. digital art. ultra realistic. 4 k. trending on artsta...
napoleon bonaparte smoking weed in the sunset. digital art. ultra realistic. 4 k. trending on artstation,napoleon,0.5659460425376892,True,embedding,0.0,napoleon bonaparte smoking weed in the sunset. digital art. ultra realistic. 4 k. trending on artsta...
"portrait of emmanuel macron dressed as napoleon in parliament, natural light, sharp, detailed face, magazine, press, photo, steve mccurry, david lazar, canon, nikon, focus",napoleon,0.5649280548095703,True,embedding,0.0,"portrait of emmanuel macron dressed as napoleon in parliament, natural light, sharp, detailed face, ..."
"portrait of emmanuel macron dressed as napoleon in parliament, natural light, sharp, detailed face, magazine, press, photo, steve mccurry, david lazar, canon, nikon, focus",napoleon,0.5649280548095703,True,embedding,0.0,"portrait of emmanuel macron dressed as napoleon in parliament, natural light, sharp, detailed face, ..."
"portrait of emmanuel macron dressed as napoleon in parliament, natural light, sharp, detailed face, magazine, press, photo, steve mccurry, david lazar, canon, nikon, focus",napoleon,0.5649280548095703,True,embedding,0.0,"portrait of emmanuel macron dressed as napoleon in parliament, natural light, sharp, detailed face, ..."
napoleon crossing the alps on a harley davidson,napoleon,0.5647276639938354,True,embedding,0.0,napoleon crossing the alps on a harley davidson
Napoleon Crossing the Alps on a Harley Davidson,napoleon,0.5647276639938354,True,embedding,0.0,Napoleon Crossing the Alps on a Harley Davidson
napoleon crossing the alps on a harley davidson,napoleon,0.5647276639938354,True,embedding,0.0,napoleon crossing the alps on a harley davidson
Napoleon Crossing the Alps on a Harley Davidson,napoleon,0.5647276639938354,True,embedding,0.0,Napoleon Crossing the Alps on a Harley Davidson
"Winston Churchill talking to Napoleon Bonaparte, vintage photo",Bonaparte,0.5634685158729553,True,embedding,0.0,"Winston Churchill talking to Napoleon Bonaparte, vintage photo"
"Winston Churchill talking to Napoleon Bonaparte, vintage photo",Bonaparte,0.5634685158729553,True,embedding,0.0,"Winston Churchill talking to Napoleon Bonaparte, vintage photo"
"Tomas Kamphuis as napoleon with horse, marble statue, trending on artstation",napoleon,0.5633372068405151,True,embedding,0.0,"Tomas Kamphuis as napoleon with horse, marble statue, trending on artstation"
"a portrait of a napoleonic cuirassier wearing a polished steel cuirass, parade setting, vivid colors, soft lighting, atmospheric, cinematic, moody, in the style of ilya kuvshinov and range murata, krenz cushart, rule of thirds, oil on canvas, 8 k",napoleonic,0.5629616975784302,True,embedding,0.0,"a portrait of a napoleonic cuirassier wearing a polished steel cuirass, parade setting, vivid colors..."
"battle of waterloo, foggy, misty, napoleonic wars, epic, conflict, cannon, jacques louis - david, french, british, belgian, neoclassical, highly detailed, artstation, 4 k ",napoleonic,0.5627342462539673,True,embedding,0.0,"battle of waterloo, foggy, misty, napoleonic wars, epic, conflict, cannon, jacques louis - david, fr..."
"battle of waterloo, foggy, misty, napoleonic wars, epic, conflict, cannon, jacques louis - david, french, british, belgian, neoclassical, highly detailed, artstation, 4 k ",napoleonic,0.5627342462539673,True,embedding,0.0,"battle of waterloo, foggy, misty, napoleonic wars, epic, conflict, cannon, jacques louis - david, fr..."
"battle of waterloo, foggy, misty, napoleonic wars, epic, conflict, cannon, jacques louis - david, french, british, belgian, neoclassical, highly detailed, artstation, 4 k ",napoleonic,0.5627342462539673,True,embedding,0.0,"battle of waterloo, foggy, misty, napoleonic wars, epic, conflict, cannon, jacques louis - david, fr..."
